Date;Code INSEE région;Région;TMin (°C);TMax (°C);TMoy (°C)
2021-04-11;52;Pays de la Loire;4.9;9.75;7.32
2021-04-13;52;Pays de la Loire;1.7;12.3;7.0
2021-04-14;52;Pays de la Loire;2.6;13.35;7.98
2018-02-15;52;Pays de la Loire;6.65;12.5;9.57
2018-02-20;52;Pays de la Loire;8.65;12.0;10.32
2018-02-22;52;Pays de la Loire;-1.55;6.75;2.6
2021-03-09;52;Pays de la Loire;-3.6;11.65;4.03
2018-03-10;52;Pays de la Loire;11.15;16.9;14.02
2018-03-11;52;Pays de la Loire;9.5;15.35;12.42
2021-03-17;52;Pays de la Loire;6.3;13.5;9.9
2018-03-15;52;Pays de la Loire;7.25;13.1;10.18
2021-03-20;52;Pays de la Loire;1.25;12.3;6.78
2018-03-19;52;Pays de la Loire;-1.15;5.1;1.98
2021-03-29;52;Pays de la Loire;2.0;23.15;12.58
2021-03-30;52;Pays de la Loire;6.85;24.8;15.82
2018-03-24;52;Pays de la Loire;6.95;13.35;10.15
2021-04-03;52;Pays de la Loire;3.9;12.9;8.4
2018-03-26;52;Pays de la Loire;6.85;14.2;10.52
2021-04-06;52;Pays de la Loire;-1.85;9.75;3.95
2018-04-01;52;Pays de la Loire;2.9;12.4;7.65
2018-04-03;52;Pays de la Loire;9.8;13.65;11.72
2021-04-15;52;Pays de la Loire;1.7;12.35;7.02
2021-04-17;52;Pays de la Loire;3.65;15.0;9.32
2018-04-11;52;Pays de la Loire;6.45;17.0;11.72
2018-04-12;52;Pays de la Loire;10.1;19.05;14.58
2018-04-14;52;Pays de la Loire;8.9;17.3;13.1
2018-04-18;52;Pays de la Loire;9.25;26.65;17.95
2021-04-21;52;Pays de la Loire;5.5;20.35;12.92
2021-04-26;52;Pays de la Loire;8.05;19.4;13.73
2021-04-29;52;Pays de la Loire;4.1;15.75;9.93
2018-04-29;52;Pays de la Loire;9.2;11.15;10.18
2018-05-06;52;Pays de la Loire;12.3;27.2;19.75
2018-05-10;52;Pays de la Loire;10.25;18.7;14.48
2018-05-14;52;Pays de la Loire;7.65;18.0;12.82
2018-05-15;52;Pays de la Loire;8.95;23.3;16.12
2018-05-23;52;Pays de la Loire;12.5;24.5;18.5
2018-05-28;52;Pays de la Loire;14.4;26.55;20.48
2018-05-30;52;Pays de la Loire;16.25;23.05;19.65
2018-06-01;52;Pays de la Loire;15.2;22.3;18.75
2018-06-02;52;Pays de la Loire;12.15;25.8;18.98
2018-06-03;52;Pays de la Loire;15.8;27.45;21.62
2018-06-10;52;Pays de la Loire;15.3;25.2;20.25
2018-06-15;52;Pays de la Loire;14.0;22.8;18.4
2018-06-22;52;Pays de la Loire;10.85;22.55;16.7
2018-06-26;52;Pays de la Loire;16.45;29.35;22.9
2018-07-01;52;Pays de la Loire;20.7;32.65;26.67
2018-07-05;52;Pays de la Loire;16.85;25.3;21.08
2018-07-06;52;Pays de la Loire;16.55;27.7;22.12
2018-07-13;52;Pays de la Loire;16.75;28.8;22.78
2018-07-17;52;Pays de la Loire;17.0;26.1;21.55
2018-07-20;52;Pays de la Loire;15.15;24.8;19.98
2018-07-21;52;Pays de la Loire;13.85;25.05;19.45
2018-07-31;52;Pays de la Loire;17.55;26.15;21.85
2018-08-03;52;Pays de la Loire;18.9;35.2;27.05
2018-08-04;52;Pays de la Loire;19.65;33.25;26.45
2018-08-08;52;Pays de la Loire;16.95;26.7;21.82
2018-08-11;52;Pays de la Loire;10.85;26.15;18.5
2020-12-04;52;Pays de la Loire;2.05;8.05;5.05
2020-12-16;52;Pays de la Loire;6.4;11.05;8.72
2020-12-18;52;Pays de la Loire;7.3;12.25;9.78
2020-12-20;52;Pays de la Loire;6.15;12.9;9.52
2020-12-22;52;Pays de la Loire;13.4;15.45;14.42
2020-12-23;52;Pays de la Loire;9.8;13.8;11.8
2019-12-09;52;Pays de la Loire;7.95;12.15;10.05
2019-12-12;52;Pays de la Loire;2.0;12.1;7.05
2019-12-13;52;Pays de la Loire;7.55;13.4;10.48
2020-07-01;52;Pays de la Loire;17.75;22.85;20.3
2020-07-03;52;Pays de la Loire;11.95;22.55;17.25
2020-07-09;52;Pays de la Loire;13.35;28.65;21.0
2020-12-30;52;Pays de la Loire;0.2;8.3;4.25
2021-01-09;52;Pays de la Loire;-3.55;3.9;0.17
2021-04-28;52;Pays de la Loire;3.85;17.85;10.85
2019-06-11;52;Pays de la Loire;5.8;15.6;10.7
2019-06-12;52;Pays de la Loire;9.95;17.35;13.65
2019-06-22;52;Pays de la Loire;12.3;25.85;19.08
2019-06-29;52;Pays de la Loire;19.25;34.9;27.08
2019-07-06;52;Pays de la Loire;17.65;33.75;25.7
2019-07-10;52;Pays de la Loire;15.45;30.05;22.75
2019-07-15;52;Pays de la Loire;14.1;26.9;20.5
2019-07-16;52;Pays de la Loire;14.6;29.9;22.25
2019-07-22;52;Pays de la Loire;13.8;34.1;23.95
2019-08-01;52;Pays de la Loire;12.85;26.6;19.73
2019-08-06;52;Pays de la Loire;17.4;21.45;19.42
2019-08-11;52;Pays de la Loire;13.0;23.8;18.4
2019-08-14;52;Pays de la Loire;11.75;22.2;16.98
2019-08-17;52;Pays de la Loire;17.95;21.05;19.5
2019-08-31;52;Pays de la Loire;14.65;26.0;20.32
2019-09-06;52;Pays de la Loire;4.95;22.3;13.62
2019-09-17;52;Pays de la Loire;15.05;24.4;19.73
2019-09-18;52;Pays de la Loire;11.9;22.15;17.02
2019-09-19;52;Pays de la Loire;11.5;22.45;16.98
2019-09-25;52;Pays de la Loire;14.35;19.0;16.67
2019-09-26;52;Pays de la Loire;16.3;20.1;18.2
2019-10-08;52;Pays de la Loire;13.3;17.35;15.32
2019-10-14;52;Pays de la Loire;13.75;21.35;17.55
2019-10-16;52;Pays de la Loire;12.95;16.2;14.58
2019-10-18;52;Pays de la Loire;10.4;17.0;13.7
2019-10-19;52;Pays de la Loire;10.55;16.6;13.58
