Numéro de boucle;Libellé;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Probabilité de présence d'anomalies;Jour de la semaine
0960;Sorinières Vers Nord;2020-11-06;0;0;0;0;0;0;;;;;;0;4;2;1;3;2;3;3;1;0;0;0;0;Faible;5
0986;Tremie vers Ouest;2020-11-06;0;0;0;0;0;0;;;;;;5;10;14;14;6;6;17;13;9;3;2;0;1;Faible;5
0988;Kennedy vers Est;2020-11-06;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5
0665;Bonduelle vers Nord;2020-11-06;2;0;1;1;1;3;;;;;;25;36;25;22;25;39;48;41;29;12;8;8;6;Faible;5
0743;Philippot vers ouest;2020-11-06;2;0;1;0;0;0;;;;;;15;40;37;32;29;45;75;77;37;27;12;5;5;Faible;5
0747;Chemin de halage Tortière vers Nord;2020-11-06;0;0;0;0;1;1;;;;;;30;26;24;24;17;26;46;41;13;6;4;6;1;Faible;5
0880;Madeleine vers Nord;2020-11-06;0;0;0;0;1;5;;;;;;20;61;65;55;55;84;149;92;53;41;19;6;10;Faible;5
0945;Magellan vers Ouest;2020-11-06;1;0;0;0;0;1;;;;;;0;21;20;17;19;26;60;41;22;11;4;2;0;Faible;5
0989;Kennedy vers Ouest;2020-11-06;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5
0746;Chemin de halage Tortière vers Sud;2020-11-06;0;0;0;0;0;1;;;;;;0;15;18;30;21;39;39;31;17;3;1;0;0;Faible;5
0786;50 Otages Vers Nord;2020-11-06;1;4;0;1;3;4;;;;;;93;132;97;89;90;141;201;165;101;85;49;13;7;Faible;5
0669;De Gaulle sortie Clémenceau vers Nord;2020-11-06;1;0;0;1;1;2;;;;;;0;31;35;16;24;24;30;29;10;11;9;10;3;Faible;5
0676;Pont Willy Brandt vers Beaulieu;2020-11-06;1;1;0;0;2;2;;;;;;0;20;16;17;14;22;45;40;14;5;1;1;1;Faible;5
0682;pont Anne de Bretagne vers Sud;2020-11-06;1;1;0;0;2;5;;;;;;45;34;52;43;35;56;73;62;44;16;11;2;6;Faible;5
0667;Entrée pont Audibert vers Nord;2020-11-06;2;3;0;0;3;8;;;;;;95;101;98;87;60;104;169;122;77;43;28;9;5;Faible;5
0997;Van Iseghem vers Sud;2020-11-06;0;0;0;0;0;0;;;;;;10;8;2;12;11;23;25;6;4;2;1;5;0;Faible;5
0890;Pont de Pirmil vers Sud;2020-11-06;4;1;5;1;5;8;;;;;;60;96;110;88;94;139;212;157;97;50;35;14;7;Faible;5
0959;Sorinières Vers Sud;2020-11-06;0;0;0;0;0;0;;;;;;0;2;2;3;3;7;1;3;2;1;2;0;0;Faible;5
0977;3 Continents vers Nord;2020-11-06;0;3;0;0;0;6;;;;;;0;25;18;18;24;6;33;27;12;7;9;0;3;Faible;5
0979;3 Continents vers Sud;2020-11-06;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;24;0;0;0;0;0;Forte;5
0683;pont Anne de Bretagne vers Nord;2020-11-06;1;0;1;0;0;1;;;;;;8;30;35;19;21;35;56;56;35;11;9;3;4;Faible;5
0725;Pont Tabarly vers Sud;2020-11-06;0;0;0;0;0;2;;;;;;10;13;17;22;12;27;32;38;17;3;10;1;0;Faible;5
0996;Van Iseghem vers Nord;2020-11-06;1;1;0;0;1;1;;;;;;20;25;23;21;21;28;41;28;23;10;11;2;0;Faible;5
9999;;2020-11-06;1;2;1;0;3;6;;;;;;5;19;17;13;12;13;14;27;26;16;13;3;1;Faible;5
0943;Magellan vers Ouest;2020-11-06;0;0;0;0;0;0;;;;;;0;3;12;1;3;8;14;10;2;2;1;0;0;Faible;5
0673;Pont de Pornic vers Sud;2020-11-06;3;0;0;0;1;0;;;;;;8;30;28;17;22;64;74;51;28;7;8;0;0;Faible;5
0677;Pont Willy Brandt vers Malakoff;2020-11-06;0;0;0;0;0;0;;;;;;0;16;10;13;8;11;19;17;6;7;1;3;0;Faible;5
0680;Stalingrad vers ouest;2020-11-06;0;2;0;0;2;4;;;;;;5;20;36;26;17;22;36;26;23;20;10;9;5;Faible;5
0742;Philippot vers Est;2020-11-06;2;1;0;3;3;3;;;;;;33;41;32;34;36;48;66;51;31;16;30;34;39;Faible;5
0994;Ceineray vers Est;2020-11-06;0;0;0;0;0;2;;;;;;10;25;24;15;22;32;54;52;22;9;7;0;0;Faible;5
0847;Entrée pont Audibert vers Sud;2020-11-06;1;0;2;1;1;3;;;;;;65;82;89;82;76;127;204;147;85;60;29;20;16;Faible;5
0946;Magellan vers Est;2020-11-06;1;1;0;0;0;0;;;;;;15;35;22;25;21;32;56;42;21;11;8;2;1;Faible;5
0675;Pont Haudaudine vers Nord;2020-11-06;0;0;0;1;0;1;;;;;;30;32;30;30;15;24;31;33;18;14;17;2;2;Faible;5
0744;Calvaire vers Est;2020-11-06;0;1;1;1;1;2;;;;;;10;27;24;22;21;32;52;49;14;16;12;9;5;Faible;5
0890;Pont de Pirmil vers Sud;2020-11-05;5;2;2;4;5;13;40;141;290;132;55;57;92;102;71;65;141;203;183;102;67;21;9;7;;4
0947;Bd Malakoff vers Ouest;2020-11-05;1;0;0;0;0;0;0;14;46;14;3;6;7;5;5;6;19;24;16;2;1;0;0;0;;4
0948;Bd Malakoff vers Est;2020-11-05;0;0;0;0;0;2;3;22;37;12;0;7;10;6;10;14;20;33;25;16;3;0;1;1;;4
0950;avenue de la Libération vers Nord;2020-11-05;0;0;0;0;1;4;20;38;89;25;15;11;16;24;7;23;20;31;31;16;8;2;1;2;;4
0994;Ceineray vers Est;2020-11-05;0;0;0;0;0;2;0;15;28;22;7;15;23;16;14;16;27;48;77;25;14;4;1;2;;4
9998;;2020-11-05;0;0;0;1;0;2;7;20;32;21;15;17;20;28;23;14;15;28;17;18;10;9;4;1;;4
0664;Bonduelle vers sud;2020-11-05;0;0;0;0;2;1;9;46;98;31;13;27;38;36;19;27;58;84;66;53;6;14;4;4;;4
0981;Pont Tabarly vers Nord;2020-11-05;0;1;0;0;0;3;1;5;7;2;2;6;8;1;4;3;10;12;7;4;1;0;0;1;;4
0995;Ceineray vers Ouest;2020-11-05;0;0;0;0;0;3;7;45;114;43;20;29;21;37;16;26;40;47;47;23;7;3;0;0;;4
0676;Pont Willy Brandt vers Beaulieu;2020-11-05;0;0;0;0;3;1;3;28;51;21;7;8;21;19;12;14;18;49;50;14;4;0;1;0;;4
0679;Bd Malakoff vers Gare Sud;2020-11-05;0;0;0;0;0;0;1;2;5;5;2;0;6;2;1;4;8;7;7;3;0;0;0;0;;4
0682;pont Anne de Bretagne vers Sud;2020-11-05;1;0;0;0;1;4;13;51;157;53;18;21;37;45;39;29;51;81;76;32;12;6;2;0;;4
0743;Philippot vers ouest;2020-11-05;1;0;0;0;1;1;7;43;73;49;15;16;36;37;27;21;42;72;77;49;22;8;1;3;;4
0673;Pont de Pornic vers Sud;2020-11-05;0;0;0;0;1;0;6;21;45;21;15;8;29;24;19;19;47;83;66;32;6;4;2;1;;4
0880;Madeleine vers Nord;2020-11-05;1;1;0;0;1;4;19;80;197;67;46;38;62;62;54;58;90;121;138;51;38;14;2;3;;4
0977;3 Continents vers Nord;2020-11-05;0;0;0;0;0;3;6;18;45;24;12;13;15;12;13;12;9;4;12;15;6;0;0;3;;4
0979;3 Continents vers Sud;2020-11-05;0;0;0;0;0;0;0;0;0;0;3;0;0;6;0;9;3;0;0;0;0;0;0;0;Faible;4
0986;Tremie vers Ouest;2020-11-05;0;0;1;0;0;1;5;16;46;18;6;8;10;9;10;7;10;24;12;3;4;2;0;1;;4
0944;Magellan vers Est;2020-11-05;0;0;0;1;0;3;2;17;31;14;8;4;8;8;14;7;12;23;21;5;4;4;0;0;;4
0987;Tremie vers Est;2020-11-05;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;Forte;4
0742;Philippot vers Est;2020-11-05;1;0;0;1;1;4;11;62;100;51;23;31;45;43;36;21;47;88;86;33;19;8;3;1;;4
0744;Calvaire vers Est;2020-11-05;0;0;2;0;1;1;2;26;37;21;19;11;29;29;16;27;25;47;55;35;23;12;1;2;;4
0747;Chemin de halage Tortière vers Nord;2020-11-05;1;0;0;0;0;1;2;40;57;34;8;13;22;29;20;15;33;35;53;16;5;4;1;1;;4
0670;Pont de Pirmil vers Sud;2020-11-05;0;0;0;0;2;1;4;24;23;19;4;9;19;17;14;13;14;16;31;20;13;4;2;3;;4
0943;Magellan vers Ouest;2020-11-05;0;0;0;0;0;1;1;9;26;7;4;7;5;4;7;6;6;13;8;7;3;1;0;0;;4
0725;Pont Tabarly vers Sud;2020-11-05;1;0;0;1;1;2;10;21;41;12;6;12;28;20;7;19;36;51;31;17;8;2;3;1;;4
0727;Pont Tabarly vers Nord;2020-11-05;2;0;0;0;0;0;7;32;60;21;8;14;18;17;11;16;20;35;33;8;4;4;1;0;;4
0786;50 Otages Vers Nord;2020-11-05;5;0;0;1;3;5;8;96;172;119;56;59;102;111;100;75;102;204;250;150;57;35;13;4;;4
0667;Entrée pont Audibert vers Nord;2020-11-05;4;0;0;1;2;8;38;129;301;141;58;49;88;125;75;61;93;157;160;86;50;18;4;1;;4
0997;Van Iseghem vers Sud;2020-11-05;0;0;1;0;0;1;1;21;81;21;12;8;22;13;11;17;6;0;0;4;0;1;0;0;;4
0946;Magellan vers Est;2020-11-05;0;0;0;1;3;2;2;19;96;45;12;17;32;34;19;18;29;47;58;32;18;6;4;1;;4
0989;Kennedy vers Ouest;2020-11-05;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Forte;4
0945;Magellan vers Ouest;2020-11-05;1;0;0;0;0;3;5;18;61;27;18;9;23;22;17;13;18;45;54;20;7;3;2;2;;4
0745;Calvaire vers Ouest;2020-11-05;0;0;0;0;0;0;0;7;6;1;2;1;3;4;3;4;8;7;9;6;2;0;0;0;;4
9999;;2020-11-05;2;1;0;2;2;9;4;16;14;3;4;18;11;8;1;3;12;16;23;14;16;6;1;4;;4
0665;Bonduelle vers Nord;2020-11-05;0;0;1;0;2;2;17;53;65;38;10;17;27;26;21;19;33;63;61;37;13;7;2;3;;4
0674;Pont Haudaudine vers Sud;2020-11-05;2;0;0;0;1;2;5;18;51;33;24;11;23;37;22;30;49;55;55;27;10;10;3;1;;4
0666;Pont Audibert vers Sud;2020-11-05;1;0;0;0;0;1;1;9;7;3;6;4;6;11;12;12;15;23;27;6;6;3;1;0;;4
0668;De Gaulle vers sud;2020-11-05;0;0;0;0;1;1;6;21;50;21;10;25;35;31;24;21;46;75;62;38;12;10;3;3;;4
0683;pont Anne de Bretagne vers Nord;2020-11-05;3;0;1;0;0;2;6;26;53;13;6;15;31;32;20;16;36;57;65;32;16;6;0;1;;4
0787;50 Otages Vers Sud;2020-11-05;0;1;0;0;2;3;22;62;197;104;35;41;64;76;45;48;71;79;94;39;21;10;4;3;;4
0980;Pont Tabarly vers Sud;2020-11-05;0;0;1;0;0;0;0;3;3;5;1;0;2;0;1;1;3;5;4;1;1;0;1;0;;4
0788;50 Otages Vers Nord;2020-11-05;2;0;0;0;1;2;3;48;79;50;34;46;69;61;55;43;60;113;169;88;35;21;9;4;;4
0847;Entrée pont Audibert vers Sud;2020-11-05;2;1;1;0;2;7;16;72;189;79;40;41;87;91;74;83;114;187;218;86;47;22;11;9;;4
0881;Madeleine vers Sud;2020-11-05;4;1;1;1;3;6;29;89;172;102;37;51;75;96;75;61;87;135;176;99;52;15;6;1;;4
0949;avenue de la Libération vers Sud;2020-11-05;0;1;1;0;0;0;0;5;7;10;1;6;10;8;8;8;10;13;28;10;5;1;2;1;;4
0960;Sorinières Vers Nord;2020-11-05;0;0;0;0;0;0;1;1;3;3;1;3;2;0;1;2;6;4;3;2;0;0;0;0;;4
0988;Kennedy vers Est;2020-11-05;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Forte;4
0996;Van Iseghem vers Nord;2020-11-05;1;0;0;0;0;1;2;30;40;21;12;17;22;23;23;13;24;41;51;17;6;7;1;1;;4
0675;Pont Haudaudine vers Nord;2020-11-05;1;0;1;0;0;1;11;37;89;37;17;29;28;32;28;19;26;51;41;22;10;8;2;2;;4
0677;Pont Willy Brandt vers Malakoff;2020-11-05;0;0;0;1;0;1;7;15;35;22;2;4;17;8;10;5;17;21;17;6;6;0;0;2;;4
0680;Stalingrad vers ouest;2020-11-05;0;0;2;2;2;6;10;37;55;29;9;18;26;28;29;24;25;31;37;4;12;5;1;2;;4
0681;Stalingrad vers est;2020-11-05;2;0;0;0;2;0;4;12;25;11;10;13;22;30;21;18;29;51;56;30;18;11;2;3;;4
0669;De Gaulle sortie Clémenceau vers Nord;2020-11-05;1;0;0;0;2;3;12;63;99;36;17;7;28;27;15;21;18;36;28;21;7;11;2;2;;4
0672;Pont de Pornic vers Nord;2020-11-05;0;0;0;0;1;4;10;52;130;41;10;14;19;25;25;15;18;37;44;26;9;3;0;0;;4
0746;Chemin de halage Tortière vers Sud;2020-11-05;0;0;0;0;0;1;2;28;70;17;14;5;27;14;11;20;38;49;49;25;2;1;0;0;;4
0785;50 Otages Vers Sud;2020-11-05;0;2;2;0;3;10;32;113;298;131;60;51;99;125;80;77;99;140;183;69;27;15;9;5;;4
0959;Sorinières Vers Sud;2020-11-05;0;0;0;0;1;0;0;8;7;1;2;1;2;4;0;2;6;3;7;1;1;2;0;1;;4
0665;Bonduelle vers Nord;2020-11-04;0;2;1;1;1;3;7;51;61;30;18;18;34;24;17;21;30;39;57;35;11;8;1;2;;3
0676;Pont Willy Brandt vers Beaulieu;2020-11-04;0;0;0;0;1;0;4;20;58;23;8;9;36;18;17;12;20;30;40;14;8;4;2;1;;3
0680;Stalingrad vers ouest;2020-11-04;0;1;0;0;1;4;10;39;48;21;16;20;28;26;26;13;27;30;24;14;11;6;1;2;;3
0944;Magellan vers Est;2020-11-04;0;0;0;0;0;2;2;17;20;20;2;3;15;16;7;6;6;25;12;10;8;1;0;0;;3
0669;De Gaulle sortie Clémenceau vers Nord;2020-11-04;2;0;0;1;2;2;13;55;97;30;18;17;25;28;19;12;27;23;29;16;5;8;0;3;;3
9999;;2020-11-04;3;0;1;1;2;4;0;8;13;9;5;14;11;10;6;4;12;21;25;13;13;14;6;4;;3
0847;Entrée pont Audibert vers Sud;2020-11-04;1;1;1;0;1;5;6;61;153;93;31;42;98;90;66;56;109;169;155;90;40;29;13;4;;3
0946;Magellan vers Est;2020-11-04;2;0;1;0;2;1;4;29;63;33;10;9;45;32;27;20;20;50;45;20;12;4;4;3;;3
0947;Bd Malakoff vers Ouest;2020-11-04;0;0;0;0;1;0;1;7;39;26;5;8;30;7;10;12;16;18;16;6;2;1;0;0;;3
0980;Pont Tabarly vers Sud;2020-11-04;0;0;0;0;0;0;1;1;1;4;1;2;5;2;2;0;3;6;4;1;0;0;1;0;;3
0986;Tremie vers Ouest;2020-11-04;0;0;1;0;0;0;8;14;36;10;6;9;7;6;8;5;12;11;13;8;5;2;0;0;;3
0989;Kennedy vers Ouest;2020-11-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0672;Pont de Pornic vers Nord;2020-11-04;0;0;0;0;1;3;30;;104;37;20;13;25;28;15;16;15;30;35;20;6;7;0;0;;3
0682;pont Anne de Bretagne vers Sud;2020-11-04;0;1;0;0;3;3;11;58;127;68;22;18;50;50;38;24;39;77;85;31;16;6;4;1;;3
0996;Van Iseghem vers Nord;2020-11-04;0;2;0;0;0;1;0;30;37;19;10;17;26;25;11;14;26;35;43;17;17;2;1;0;;3
0943;Magellan vers Ouest;2020-11-04;0;0;0;0;0;0;2;7;17;6;2;3;9;5;6;7;2;14;5;6;3;0;0;0;;3
0677;Pont Willy Brandt vers Malakoff;2020-11-04;1;0;0;0;1;1;5;19;27;18;2;3;20;16;8;7;11;19;13;7;4;2;1;0;;3
0679;Bd Malakoff vers Gare Sud;2020-11-04;0;0;0;0;0;0;1;1;7;5;0;1;6;1;3;4;4;5;7;2;3;0;0;0;;3
9998;;2020-11-04;2;0;0;2;2;1;3;23;13;9;14;13;22;10;20;11;18;22;21;14;10;7;1;0;;3
0959;Sorinières Vers Sud;2020-11-04;0;0;0;0;1;0;1;8;6;1;1;3;1;3;2;2;2;4;5;0;0;0;1;1;;3
0890;Pont de Pirmil vers Sud;2020-11-04;2;1;3;0;6;15;37;149;264;102;67;66;102;111;84;71;113;196;155;111;59;31;16;6;;3
0945;Magellan vers Ouest;2020-11-04;0;0;0;0;0;1;4;15;39;28;7;10;25;26;13;23;21;41;44;24;7;2;3;0;;3
0960;Sorinières Vers Nord;2020-11-04;0;0;0;0;0;0;0;1;3;3;0;1;0;2;2;3;4;3;6;1;1;0;0;0;;3
0995;Ceineray vers Ouest;2020-11-04;0;1;0;0;0;1;7;48;103;43;20;17;33;45;27;15;33;38;44;21;14;8;0;0;;3
0664;Bonduelle vers sud;2020-11-04;1;0;0;0;1;1;5;44;83;40;14;19;43;30;22;20;43;70;60;32;18;6;3;3;;3
0670;Pont de Pirmil vers Sud;2020-11-04;0;2;0;0;1;0;3;21;30;11;5;9;21;11;13;12;11;32;33;11;9;4;1;1;;3
0745;Calvaire vers Ouest;2020-11-04;0;0;0;0;0;0;0;1;4;3;3;1;4;1;3;1;5;6;9;1;2;1;0;0;;3
0667;Entrée pont Audibert vers Nord;2020-11-04;2;0;0;1;4;6;41;122;245;120;64;63;100;122;59;53;83;109;149;72;44;21;10;6;;3
0681;Stalingrad vers est;2020-11-04;1;0;0;0;3;0;5;14;22;14;14;19;27;25;26;16;23;33;43;43;16;8;5;2;;3
0725;Pont Tabarly vers Sud;2020-11-04;0;0;0;1;1;3;6;24;34;17;7;8;27;12;16;11;16;29;32;9;11;3;1;2;;3
0744;Calvaire vers Est;2020-11-04;0;0;0;0;1;0;2;23;40;29;14;28;39;31;14;17;25;29;39;37;16;8;2;1;;3
0747;Chemin de halage Tortière vers Nord;2020-11-04;0;0;0;0;0;1;1;37;46;31;12;18;21;25;13;19;28;49;40;14;4;3;2;0;;3
0673;Pont de Pornic vers Sud;2020-11-04;0;0;0;0;1;1;0;;43;20;7;20;39;25;14;15;35;69;55;17;8;2;1;0;;3
0880;Madeleine vers Nord;2020-11-04;0;1;1;1;1;4;10;76;189;80;34;39;76;73;56;53;74;129;99;61;26;15;3;2;;3
0881;Madeleine vers Sud;2020-11-04;0;0;0;1;3;4;28;82;165;80;48;47;71;94;60;59;86;120;158;83;42;27;9;3;;3
0787;50 Otages Vers Sud;2020-11-04;1;1;1;0;0;2;25;64;181;100;39;36;74;83;51;59;52;82;80;56;23;9;4;3;;3
0949;avenue de la Libération vers Sud;2020-11-04;0;0;0;0;0;1;0;2;6;10;7;2;13;13;9;12;12;20;18;10;3;1;4;0;;3
0950;avenue de la Libération vers Nord;2020-11-04;0;0;0;0;1;5;12;49;62;27;16;15;22;17;18;11;11;19;19;18;11;4;2;0;;3
0727;Pont Tabarly vers Nord;2020-11-04;0;0;0;0;1;0;5;30;52;11;10;15;19;15;11;12;19;40;23;7;10;3;1;1;;3
0743;Philippot vers ouest;2020-11-04;1;0;0;0;0;1;11;33;66;54;14;21;39;37;33;31;37;58;83;43;21;10;3;0;;3
0746;Chemin de halage Tortière vers Sud;2020-11-04;0;0;0;0;0;1;2;23;64;16;8;18;30;13;18;9;27;57;53;9;4;1;0;0;;3
0666;Pont Audibert vers Sud;2020-11-04;0;0;0;0;0;2;2;9;8;5;8;5;7;7;6;17;12;22;8;14;7;5;1;0;;3
0668;De Gaulle vers sud;2020-11-04;1;1;0;0;0;1;4;28;17;8;12;12;37;37;20;10;26;47;55;46;8;5;2;1;;3
0683;pont Anne de Bretagne vers Nord;2020-11-04;1;0;0;0;1;2;3;34;51;25;12;8;48;28;17;19;18;56;73;38;16;12;3;1;;3
0742;Philippot vers Est;2020-11-04;1;0;0;1;2;5;20;57;86;49;23;14;43;46;34;26;38;65;83;36;17;4;2;1;;3
0785;50 Otages Vers Sud;2020-11-04;0;1;1;0;2;5;34;102;276;127;61;51;110;114;66;70;98;146;145;92;46;20;4;2;;3
0786;50 Otages Vers Nord;2020-11-04;1;2;0;1;3;5;9;96;176;97;64;70;119;115;86;66;107;173;215;129;62;37;10;3;;3
0948;Bd Malakoff vers Est;2020-11-04;0;0;0;0;0;2;2;18;36;15;1;17;23;6;8;10;17;34;17;9;8;1;1;0;;3
0981;Pont Tabarly vers Nord;2020-11-04;0;0;0;0;1;3;1;2;9;2;4;4;6;5;1;15;11;4;2;7;0;0;0;0;;3
0988;Kennedy vers Est;2020-11-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0994;Ceineray vers Est;2020-11-04;0;1;0;0;0;1;1;21;33;11;10;16;36;24;22;24;21;46;61;25;16;5;2;0;;3
0788;50 Otages Vers Nord;2020-11-04;1;1;0;0;1;2;4;44;83;51;43;53;75;65;63;47;64;100;160;87;36;16;7;1;;3
0977;3 Continents vers Nord;2020-11-04;0;0;0;0;3;0;90;;21;12;7;6;12;12;12;18;12;21;15;18;6;3;0;0;;3
0979;3 Continents vers Sud;2020-11-04;0;0;0;0;0;0;0;;0;3;0;9;0;0;0;3;3;6;6;0;0;0;0;0;;3
0987;Tremie vers Est;2020-11-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3
0997;Van Iseghem vers Sud;2020-11-04;0;0;0;0;0;1;5;24;80;24;0;0;16;17;13;15;18;43;32;11;7;1;0;0;;3
0675;Pont Haudaudine vers Nord;2020-11-04;1;0;1;0;0;1;14;37;65;29;22;14;29;27;24;16;21;46;49;26;21;6;1;1;;3
0674;Pont Haudaudine vers Sud;2020-11-04;3;1;0;0;0;3;4;17;49;36;17;18;21;35;25;18;43;45;57;21;17;5;3;1;;3
0676;Pont Willy Brandt vers Beaulieu;2020-11-03;0;0;0;0;1;0;3;25;67;15;8;7;17;23;12;12;27;42;51;16;7;2;1;0;;2
0880;Madeleine vers Nord;2020-11-03;2;1;1;0;1;5;16;74;201;85;28;42;62;65;59;54;86;134;142;77;34;17;5;4;;2
0890;Pont de Pirmil vers Sud;2020-11-03;1;3;5;3;4;14;36;141;271;104;71;57;92;99;78;71;124;198;187;85;60;21;6;8;;2
0945;Magellan vers Ouest;2020-11-03;0;0;0;0;0;1;3;16;64;29;10;12;29;24;15;26;33;62;51;32;2;4;0;0;;2
0948;Bd Malakoff vers Est;2020-11-03;0;0;0;0;0;2;1;18;38;9;6;8;13;16;3;13;23;36;29;9;7;3;1;0;;2
0959;Sorinières Vers Sud;2020-11-03;0;0;0;0;0;0;1;7;9;1;4;5;2;1;3;1;6;5;3;1;0;1;1;0;;2
0980;Pont Tabarly vers Sud;2020-11-03;0;0;0;0;0;0;2;3;2;2;2;1;5;0;2;0;3;6;1;0;0;0;0;0;;2
0981;Pont Tabarly vers Nord;2020-11-03;0;0;0;0;1;2;0;3;10;2;3;2;4;10;1;8;4;10;10;4;1;0;0;0;;2
0668;De Gaulle vers sud;2020-11-03;0;0;0;0;1;1;2;29;36;25;10;11;24;26;18;13;36;88;100;33;22;9;3;0;;2
0665;Bonduelle vers Nord;2020-11-03;1;0;2;0;2;3;11;52;72;28;7;25;30;19;18;16;33;63;55;33;22;8;3;1;;2
0979;3 Continents vers Sud;2020-11-03;0;0;0;0;0;3;0;0;3;0;3;0;0;3;0;0;0;6;6;0;0;0;0;3;;2
0785;50 Otages Vers Sud;2020-11-03;1;1;2;0;2;7;29;116;305;126;59;57;116;123;65;82;106;179;164;102;48;8;7;4;;2
0786;50 Otages Vers Nord;2020-11-03;1;2;0;0;2;3;13;102;190;120;59;55;119;96;85;77;132;204;218;134;60;48;8;7;;2
0669;De Gaulle sortie Clémenceau vers Nord;2020-11-03;0;0;1;0;3;2;16;57;103;40;20;14;21;25;12;16;25;37;36;14;11;7;1;2;;2
0674;Pont Haudaudine vers Sud;2020-11-03;0;0;0;0;0;2;2;8;53;36;15;19;26;27;20;21;33;56;52;37;15;9;3;2;;2
0681;Stalingrad vers est;2020-11-03;0;0;0;0;2;0;3;18;29;13;11;9;16;23;21;31;24;41;61;30;12;15;1;1;;2
0682;pont Anne de Bretagne vers Sud;2020-11-03;0;0;0;2;2;3;13;54;165;70;18;15;43;48;35;26;54;87;74;29;19;6;1;2;;2
0997;Van Iseghem vers Sud;2020-11-03;0;0;0;0;0;3;1;28;75;25;17;18;8;14;1;0;0;29;40;9;4;1;0;0;;2
9998;;2020-11-03;0;0;0;5;0;13;13;34;33;16;16;24;28;20;19;18;11;17;19;10;12;5;0;0;;2
9999;;2020-11-03;1;1;2;2;5;25;27;15;16;12;5;13;19;8;11;2;10;18;21;9;14;5;4;5;;2
0680;Stalingrad vers ouest;2020-11-03;2;0;0;0;2;7;12;36;56;23;8;19;32;27;20;18;40;38;23;12;8;7;1;0;;2
0727;Pont Tabarly vers Nord;2020-11-03;0;0;0;0;1;2;5;32;63;15;14;15;26;16;13;15;26;41;33;16;10;1;1;0;;2
0743;Philippot vers ouest;2020-11-03;1;0;0;0;0;1;8;28;87;52;14;21;26;40;34;23;56;82;77;45;29;10;4;1;;2
0744;Calvaire vers Est;2020-11-03;1;0;0;0;0;0;3;22;45;16;9;19;31;36;29;20;27;49;50;29;22;8;4;0;;2
0847;Entrée pont Audibert vers Sud;2020-11-03;0;3;2;0;3;5;14;65;188;86;41;47;88;94;67;69;122;198;190;116;52;27;9;5;;2
0950;avenue de la Libération vers Nord;2020-11-03;0;0;0;0;0;5;19;52;99;32;11;11;28;18;8;15;19;38;21;15;16;2;2;0;;2
0987;Tremie vers Est;2020-11-03;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;7;1;1;2;0;0;;2
0742;Philippot vers Est;2020-11-03;0;1;0;0;2;5;18;60;112;48;17;18;37;44;41;29;52;63;78;40;21;11;5;3;;2
0746;Chemin de halage Tortière vers Sud;2020-11-03;0;0;0;0;2;2;3;26;47;23;16;14;18;18;13;12;37;56;52;10;0;1;0;0;;2
0672;Pont de Pornic vers Nord;2020-11-03;1;0;0;0;1;4;7;47;122;44;11;10;22;26;23;7;16;40;31;25;9;3;1;0;;2
0675;Pont Haudaudine vers Nord;2020-11-03;1;0;0;1;0;3;11;36;71;39;17;17;33;34;21;12;26;44;41;27;15;8;1;0;;2
0745;Calvaire vers Ouest;2020-11-03;0;0;0;0;0;0;0;9;16;2;7;1;2;2;2;3;7;7;5;1;2;0;1;0;;2
0747;Chemin de halage Tortière vers Nord;2020-11-03;0;0;0;0;0;1;1;38;54;30;14;16;17;21;13;15;28;54;53;14;3;3;1;1;;2
0666;Pont Audibert vers Sud;2020-11-03;2;0;0;0;0;0;2;7;9;1;5;5;6;6;6;11;20;26;24;10;4;7;0;1;;2
0667;Entrée pont Audibert vers Nord;2020-11-03;0;1;1;0;3;8;34;140;312;141;60;51;94;96;70;64;91;168;145;81;50;14;3;8;;2
0787;50 Otages Vers Sud;2020-11-03;2;0;1;0;3;4;22;61;197;91;76;44;61;71;35;39;56;95;80;45;23;8;4;1;;2
0881;Madeleine vers Sud;2020-11-03;0;1;0;0;2;5;20;82;176;85;37;33;69;68;68;75;90;161;154;100;65;16;3;4;;2
0949;avenue de la Libération vers Sud;2020-11-03;0;1;0;0;0;1;1;2;9;11;2;5;7;10;4;5;9;27;22;14;7;3;3;0;;2
0994;Ceineray vers Est;2020-11-03;0;1;0;0;0;1;2;20;35;16;11;16;30;24;7;15;36;51;61;33;17;4;0;0;;2
