Années de comptage;Identifiant du lieu de comptage;Nom du lieu de comptage;Date complète;Date;Heure;Jour de la semaine;Comptage relevé
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;83
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;12
2005;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2005-09-15T14:00:00+02:00;2005-09-15;14:00:00;jeudi;7
2005;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2005-09-22T14:00:00+02:00;2005-09-22;14:00:00;jeudi;6
2004;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2004-09-15T14:00:00+02:00;2004-09-15;14:00:00;mercredi;54
2004;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2004-09-15T14:00:00+02:00;2004-09-15;14:00:00;mercredi;4
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;63
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;9
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;51
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2002-09-15T17:30:00+02:00;2002-09-15;17:30:00;dimanche;
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2001-09-15T17:30:00+02:00;2001-09-15;17:30:00;samedi;4
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;26
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;36
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;66
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;122
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;96
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;4
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;42
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;17
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;1998-09-15T14:00:00+02:00;1998-09-15;14:00:00;mardi;20
2020;1001;Bd Kennedy devant le Chateau vers l'ouest;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;19
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;26
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;85
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;27
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;82
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;61
2020;1003;Pont Audibert rive Nord vers l'ouest;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;53
2020;1003;Pont Audibert rive Nord vers l'ouest;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;5
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;438
2019;1000;Quai de la Fosse vers l'est;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;109
2019;1000;Quai de la Fosse vers l'est;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;61
2019;1000;Quai de la Fosse vers l'ouest;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;107
2018;1000;Quai de la Fosse vers l'est;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;260
2018;1000;Quai de la Fosse vers l'est;2018-09-27T14:00:00+02:00;2018-09-27;14:00:00;jeudi;99
2017;1000;Quai de la Fosse vers l'ouest;2017-09-28T14:00:00+02:00;2017-09-28;14:00:00;jeudi;100
2015;1000;Quai de la Fosse vers l'est;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;77
2015;1000;Quai de la Fosse vers l'est;2015-09-24T14:00:00+02:00;2015-09-24;14:00:00;jeudi;71
2014;1000;Quai de la Fosse vers l'est;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;67
2014;1000;Quai de la Fosse vers l'est;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;130
2010;1000;Quai de la Fosse vers l'est;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;31
2010;1000;Quai de la Fosse vers l'ouest;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;38
2010;1000;Quai de la Fosse vers l'ouest;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;95
2009;1000;Quai de la Fosse vers l'ouest;2009-09-15T14:00:00+02:00;2009-09-15;14:00:00;mardi;42
2009;1000;Quai de la Fosse vers l'ouest;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;124
2008;1000;Quai de la Fosse vers l'est;2008-09-10T17:30:00+02:00;2008-09-10;17:30:00;mercredi;92
2006;1000;Quai de la Fosse vers l'est;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;52
2005;1000;Quai de la Fosse vers l'est;2005-09-15T14:00:00+02:00;2005-09-15;14:00:00;jeudi;50
2004;1000;Quai de la Fosse vers l'est;2004-09-15T14:00:00+02:00;2004-09-15;14:00:00;mercredi;37
2003;1000;Quai de la Fosse vers l'est;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;21
2003;1000;Quai de la Fosse vers l'ouest;2003-09-15T14:00:00+02:00;2003-09-15;14:00:00;lundi;29
2002;1000;Quai de la Fosse vers l'ouest;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;25
2001;1000;Quai de la Fosse vers l'ouest;2001-09-22T17:30:00+02:00;2001-09-22;17:30:00;samedi;47
2000;1000;Quai de la Fosse vers l'est;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;27
1998;1000;Quai de la Fosse vers l'est;1998-09-15T14:00:00+02:00;1998-09-15;14:00:00;mardi;11
1998;1000;Quai de la Fosse vers l'est;1998-09-22T14:00:00+02:00;1998-09-22;14:00:00;mardi;32
2019;1001;Bd Kennedy devant le Chateau vers l'est;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;108
2019;1001;Bd Kennedy devant le Chateau vers l'est;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;193
2019;1001;Bd Kennedy devant le Chateau vers l'ouest;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;208
2018;1001;Bd Kennedy devant le Chateau vers l'est;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;220
2018;1001;Bd Kennedy devant le Chateau vers l'est;2018-09-27T17:30:00+02:00;2018-09-27;17:30:00;jeudi;225
2016;1001;Bd Kennedy devant le Chateau vers l'est;2016-09-22T17:30:00+02:00;2016-09-22;17:30:00;jeudi;267
2016;1001;Bd Kennedy devant le Chateau vers l'est;2016-09-29T14:00:00+02:00;2016-09-29;14:00:00;jeudi;81
2015;1001;Bd Kennedy devant le Chateau vers l'est;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;44
2015;1001;Bd Kennedy devant le Chateau vers l'ouest;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;51
2014;1001;Bd Kennedy devant le Chateau vers l'est;2014-09-18T17:30:00+02:00;2014-09-18;17:30:00;jeudi;161
2013;1001;Bd Kennedy devant le Chateau vers l'est;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;189
2013;1001;Bd Kennedy devant le Chateau vers l'est;2013-10-01T17:30:00+02:00;2013-10-01;17:30:00;mardi;123
2012;1001;Bd Kennedy devant le Chateau vers l'est;2012-09-27T17:30:00+02:00;2012-09-27;17:30:00;jeudi;114
2011;1001;Bd Kennedy devant le Chateau vers l'est;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;55
2010;1001;Bd Kennedy devant le Chateau vers l'ouest;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;40
2009;1001;Bd Kennedy devant le Chateau vers l'est;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;47
2008;1001;Bd Kennedy devant le Chateau vers l'ouest;2008-09-10T17:30:00+02:00;2008-09-10;17:30:00;mercredi;104
2008;1001;Bd Kennedy devant le Chateau vers l'ouest;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;59
2008;1001;Bd Kennedy devant le Chateau vers l'ouest;2008-09-17T17:30:00+02:00;2008-09-17;17:30:00;mercredi;94
2007;1001;Bd Kennedy devant le Chateau vers l'est;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;60
2005;1001;Bd Kennedy devant le Chateau vers l'est;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;87
2005;1001;Bd Kennedy devant le Chateau vers l'est;2005-09-22T17:30:00+02:00;2005-09-22;17:30:00;jeudi;76
2005;1001;Bd Kennedy devant le Chateau vers l'ouest;2005-09-22T14:00:00+02:00;2005-09-22;14:00:00;jeudi;40
2003;1001;Bd Kennedy devant le Chateau vers l'est;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;45
2003;1001;Bd Kennedy devant le Chateau vers l'ouest;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;54
2001;1001;Bd Kennedy devant le Chateau venant du nord;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;
1998;1001;Bd Kennedy devant le Chateau vers l'est;1998-09-22T14:00:00+02:00;1998-09-22;14:00:00;mardi;31
1998;1001;Bd Kennedy devant le Chateau vers l'ouest;1998-09-15T14:00:00+02:00;1998-09-15;14:00:00;mardi;20
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;18
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;23
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;13
2018;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;19
2018;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;80
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2017-09-28T14:00:00+02:00;2017-09-28;14:00:00;jeudi;20
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;9
2016;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2016-09-22T17:30:00+02:00;2016-09-22;17:30:00;jeudi;34
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;26
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;14
2014;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;7
2014;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;26
2014;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;22
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;35
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;18
2012;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;23
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;26
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;17
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;24
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;53
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;22
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;38
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;62
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;6
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;16
2009;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;68
2009;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2009-09-15T17:30:00+02:00;2009-09-15;17:30:00;mardi;32
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;19
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2008-09-10T17:30:00+02:00;2008-09-10;17:30:00;mercredi;42
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;5
2007;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;73
2007;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;22
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;22
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;21
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;55
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;13
2005;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;61
2005;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2005-09-22T14:00:00+02:00;2005-09-22;14:00:00;jeudi;17
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;22
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;22
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2003-09-15T14:00:00+02:00;2003-09-15;14:00:00;lundi;15
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;12
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2003-09-15T14:00:00+02:00;2003-09-15;14:00:00;lundi;10
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;7
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;5
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;9
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2000-09-22T14:00:00+02:00;2000-09-22;14:00:00;vendredi;17
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;22
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;14
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;7
2019;1003;Pont Audibert rive Nord vers le nord;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;339
2019;1003;Pont Audibert rive Nord vers l'ouest;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;22
2019;1003;Pont Audibert rive Nord vers l'ouest;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;34
2017;1003;Pont Audibert rive Nord vers le nord;2017-09-28T14:00:00+02:00;2017-09-28;14:00:00;jeudi;93
2017;1003;Pont Audibert rive Nord vers le sud;2017-09-21T17:30:00+02:00;2017-09-21;17:30:00;jeudi;337
2017;1003;Pont Audibert rive Nord vers l'est;2017-09-21T17:30:00+02:00;2017-09-21;17:30:00;jeudi;61
2016;1003;Pont Audibert rive Nord vers le sud;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;97
2016;1003;Pont Audibert rive Nord vers l'ouest;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;28
2015;1003;Pont Audibert rive Nord vers le nord;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;172
2015;1003;Pont Audibert rive Nord vers l'est;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;76
2015;1003;Pont Audibert rive Nord vers l'ouest;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;46
2014;1003;Pont Audibert rive Nord vers l'est;2014-09-18T17:30:00+02:00;2014-09-18;17:30:00;jeudi;42
2013;1003;Pont Audibert rive Nord vers l'est;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;20
2013;1003;Pont Audibert rive Nord vers l'ouest;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;19
2011;1003;Pont Audibert rive Nord vers le sud;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;64
2011;1003;Pont Audibert rive Nord vers l'est;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;6
2009;1003;Pont Audibert rive Nord vers le nord;2009-09-15T14:00:00+02:00;2009-09-15;14:00:00;mardi;34
2008;1003;Pont Audibert rive Nord vers le sud;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;66
2007;1003;Pont Audibert rive Nord vers le sud;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;105
2007;1003;Pont Audibert rive Nord vers l'ouest;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;
2006;1003;Pont Audibert rive Nord vers le nord;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;13
2006;1003;Pont Audibert rive Nord vers le sud;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;75
2006;1003;Pont Audibert rive Nord vers le sud;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;84
2006;1003;Pont Audibert rive Nord vers l'est;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;1
2005;1003;Pont Audibert rive Nord vers l'est;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;14
2005;1003;Pont Audibert rive Nord vers l'est;2005-09-22T17:30:00+02:00;2005-09-22;17:30:00;jeudi;9
2005;1003;Pont Audibert rive Nord vers l'ouest;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;15
2005;1003;Pont Audibert rive Nord vers l'ouest;2005-09-22T14:00:00+02:00;2005-09-22;14:00:00;jeudi;16
2004;1003;Pont Audibert rive Nord vers le nord;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;50
2003;1003;Pont Audibert rive Nord vers le nord;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;20
2003;1003;Pont Audibert rive Nord vers le nord;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;39
2003;1003;Pont Audibert rive Nord vers le sud;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;21
2003;1003;Pont Audibert rive Nord vers l'est;2003-09-15T14:00:00+02:00;2003-09-15;14:00:00;lundi;2
2002;1003;Pont Audibert rive Nord vers le nord;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;5
2002;1003;Pont Audibert rive Nord vers le sud;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;14
2002;1003;Pont Audibert rive Nord vers l'ouest;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;13
2002;1003;Pont Audibert rive Nord vers l'ouest;2002-09-15T17:30:00+02:00;2002-09-15;17:30:00;dimanche;11
2001;1003;Pont Audibert rive Nord vers le nord;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;28
2001;1003;Pont Audibert rive Nord vers l'est;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;5
2001;1003;Pont Audibert rive Nord vers l'ouest;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;2
2001;1003;Pont Audibert rive Nord vers l'ouest;2001-09-22T17:30:00+02:00;2001-09-22;17:30:00;samedi;3
2000;1003;Pont Audibert rive Nord vers l'est;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;3
2000;1003;Pont Audibert rive Nord vers l'ouest;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;2
1998;1003;Pont Audibert rive Nord;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;110
2019;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;20
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;360
2017;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2017-09-28T14:00:00+02:00;2017-09-28;14:00:00;jeudi;132
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;224
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2014-09-18T17:30:00+02:00;2014-09-18;17:30:00;jeudi;312
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;93
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;9
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;8
2013;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;9
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2012-09-20T17:30:00+02:00;2012-09-20;17:30:00;jeudi;34
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2012-09-20T17:30:00+02:00;2012-09-20;17:30:00;jeudi;15
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;10
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;182
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;96
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;4
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;74
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;7
2008;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;55
2008;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2008-09-17T17:30:00+02:00;2008-09-17;17:30:00;mercredi;66
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;81
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;6
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;6
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;99
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2006-09-29T14:00:00+02:00;2006-09-29;14:00:00;vendredi;0
2005;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2005-09-15T14:00:00+02:00;2005-09-15;14:00:00;jeudi;54
2005;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;142
2005;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2005-09-22T14:00:00+02:00;2005-09-22;14:00:00;jeudi;5
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;78
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;44
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;102
