Années de comptage;Identifiant du lieu de comptage;Nom du lieu de comptage;Date complète;Date;Heure;Jour de la semaine;Comptage relevé
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;27
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2015-09-24T14:00:00+02:00;2015-09-24;14:00:00;jeudi;12
2014;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;18
2014;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;18
2014;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;62
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;17
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2013-10-01T17:30:00+02:00;2013-10-01;17:30:00;mardi;20
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;59
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2013-10-01T17:30:00+02:00;2013-10-01;17:30:00;mardi;34
2012;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2012-09-27T17:30:00+02:00;2012-09-27;17:30:00;jeudi;51
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;10
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;24
2009;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2009-09-15T14:00:00+02:00;2009-09-15;14:00:00;mardi;9
2009;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2009-09-15T14:00:00+02:00;2009-09-15;14:00:00;mardi;18
2009;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2009-09-15T14:00:00+02:00;2009-09-15;14:00:00;mardi;10
2009;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;4
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;10
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2008-09-17T17:30:00+02:00;2008-09-17;17:30:00;mercredi;53
2007;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;26
2007;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;34
2007;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;9
2005;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2005-09-22T14:00:00+02:00;2005-09-22;14:00:00;jeudi;31
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;20
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2004-09-15T14:00:00+02:00;2004-09-15;14:00:00;mercredi;12
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2004-09-15T14:00:00+02:00;2004-09-15;14:00:00;mercredi;8
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;26
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;40
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;33
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2002-09-15T17:30:00+02:00;2002-09-15;17:30:00;dimanche;12
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;7
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2001-09-22T17:30:00+02:00;2001-09-22;17:30:00;samedi;10
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2001-09-22T17:30:00+02:00;2001-09-22;17:30:00;samedi;13
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;8
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;14
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;21
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;1998-09-22T14:00:00+02:00;1998-09-22;14:00:00;mardi;60
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;12
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;1998-09-22T14:00:00+02:00;1998-09-22;14:00:00;mardi;8
1998;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;25
2019;1003;Pont Audibert rive Nord vers le sud;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;152
2018;1003;Pont Audibert rive Nord vers le sud;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;138
2015;1003;Pont Audibert rive Nord vers le sud;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;85
2015;1003;Pont Audibert rive Nord vers l'ouest;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;73
2015;1003;Pont Audibert rive Nord vers l'ouest;2015-09-24T14:00:00+02:00;2015-09-24;14:00:00;jeudi;22
2014;1003;Pont Audibert rive Nord vers le nord;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;59
2014;1003;Pont Audibert rive Nord vers le nord;2014-09-18T17:30:00+02:00;2014-09-18;17:30:00;jeudi;183
2014;1003;Pont Audibert rive Nord vers l'est;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;17
2013;1003;Pont Audibert rive Nord vers le nord;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;57
2013;1003;Pont Audibert rive Nord vers l'est;2013-10-01T17:30:00+02:00;2013-10-01;17:30:00;mardi;19
2012;1003;Pont Audibert rive Nord vers le nord;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;39
2011;1003;Pont Audibert rive Nord vers le nord;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;140
2010;1003;Pont Audibert rive Nord vers l'ouest;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;9
2009;1003;Pont Audibert rive Nord vers l'est;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;6
2008;1003;Pont Audibert rive Nord vers l'ouest;2008-09-10T17:30:00+02:00;2008-09-10;17:30:00;mercredi;
2007;1003;Pont Audibert rive Nord vers le sud;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;119
2007;1003;Pont Audibert rive Nord vers l'ouest;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;
2006;1003;Pont Audibert rive Nord vers le nord;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;45
2006;1003;Pont Audibert rive Nord vers l'ouest;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;6
2006;1003;Pont Audibert rive Nord vers l'ouest;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;9
2005;1003;Pont Audibert rive Nord vers le nord;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;56
2005;1003;Pont Audibert rive Nord vers le nord;2005-09-22T14:00:00+02:00;2005-09-22;14:00:00;jeudi;41
2005;1003;Pont Audibert rive Nord vers le nord;2005-09-22T17:30:00+02:00;2005-09-22;17:30:00;jeudi;68
2004;1003;Pont Audibert rive Nord vers le nord;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;35
2004;1003;Pont Audibert rive Nord vers l'est;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;10
2004;1003;Pont Audibert rive Nord vers l'ouest;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;9
2001;1003;Pont Audibert rive Nord vers le nord;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;21
2001;1003;Pont Audibert rive Nord vers le sud;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;21
2001;1003;Pont Audibert rive Nord vers le sud;2001-09-22T17:30:00+02:00;2001-09-22;17:30:00;samedi;22
2000;1003;Pont Audibert rive Nord vers le nord;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;14
2000;1003;Pont Audibert rive Nord vers le nord;2000-09-22T14:00:00+02:00;2000-09-22;14:00:00;vendredi;35
2000;1003;Pont Audibert rive Nord vers le sud;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;23
2000;1003;Pont Audibert rive Nord vers le sud;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;63
2000;1003;Pont Audibert rive Nord vers l'ouest;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;5
1999;1003;Pont Audibert rive Nord vers le nord;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;53
1999;1003;Pont Audibert rive Nord vers le nord;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;16
1999;1003;Pont Audibert rive Nord vers l'ouest;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;3
2019;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;264
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;171
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2018-09-27T14:00:00+02:00;2018-09-27;14:00:00;jeudi;140
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;33
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2018-09-27T14:00:00+02:00;2018-09-27;14:00:00;jeudi;25
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2018-09-27T17:30:00+02:00;2018-09-27;17:30:00;jeudi;21
2017;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;357
2016;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;393
2016;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2016-09-29T14:00:00+02:00;2016-09-29;14:00:00;jeudi;162
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;297
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2015-09-24T14:00:00+02:00;2015-09-24;14:00:00;jeudi;13
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2012-09-27T17:30:00+02:00;2012-09-27;17:30:00;jeudi;157
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;11
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;203
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;60
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;60
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;15
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;205
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;175
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2009-09-15T14:00:00+02:00;2009-09-15;14:00:00;mardi;4
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;1
2008;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;33
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;9
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;49
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;0
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;0
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2006-09-29T14:00:00+02:00;2006-09-29;14:00:00;vendredi;0
2005;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2005-09-22T17:30:00+02:00;2005-09-22;17:30:00;jeudi;8
2004;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;66
2004;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;13
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;74
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;5
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;3
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2001-09-15T17:30:00+02:00;2001-09-15;17:30:00;samedi;43
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;107
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;5
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;24
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;6
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2000-09-22T14:00:00+02:00;2000-09-22;14:00:00;vendredi;5
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;95
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;11
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;1998-09-15T14:00:00+02:00;1998-09-15;14:00:00;mardi;33
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;1998-09-15T14:00:00+02:00;1998-09-15;14:00:00;mardi;1
2020;1000;Quai de la Fosse vers l'est;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;324
2020;1001;Bd Kennedy devant le Chateau vers l'ouest;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;93
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;70
2020;1003;Pont Audibert rive Nord vers le nord;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;348
2020;1003;Pont Audibert rive Nord vers l'est;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;75
2020;1003;Pont Audibert rive Nord vers l'ouest;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;52
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;300
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;67
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;36
2019;1000;Quai de la Fosse vers l'est;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;148
2019;1000;Quai de la Fosse vers l'ouest;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;80
2018;1000;Quai de la Fosse vers l'ouest;2018-09-27T14:00:00+02:00;2018-09-27;14:00:00;jeudi;83
2017;1000;Quai de la Fosse vers l'est;2017-09-21T17:30:00+02:00;2017-09-21;17:30:00;jeudi;227
2017;1000;Quai de la Fosse vers l'ouest;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;106
2016;1000;Quai de la Fosse vers l'ouest;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;83
2016;1000;Quai de la Fosse vers l'ouest;2016-09-22T17:30:00+02:00;2016-09-22;17:30:00;jeudi;313
2014;1000;Quai de la Fosse vers l'est;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;73
2013;1000;Quai de la Fosse vers l'ouest;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;46
2012;1000;Quai de la Fosse vers l'ouest;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;66
2011;1000;Quai de la Fosse vers l'est;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;90
2010;1000;Quai de la Fosse vers l'est;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;70
2009;1000;Quai de la Fosse vers l'est;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;66
2009;1000;Quai de la Fosse vers l'ouest;2009-09-15T17:30:00+02:00;2009-09-15;17:30:00;mardi;124
2008;1000;Quai de la Fosse vers l'est;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;61
2008;1000;Quai de la Fosse vers l'ouest;2008-09-17T17:30:00+02:00;2008-09-17;17:30:00;mercredi;115
2007;1000;Quai de la Fosse vers l'ouest;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;70
2006;1000;Quai de la Fosse vers l'ouest;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;56
2003;1000;Quai de la Fosse vers l'est;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;41
2000;1000;Quai de la Fosse vers l'est;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;34
2000;1000;Quai de la Fosse vers l'est;2000-09-22T14:00:00+02:00;2000-09-22;14:00:00;vendredi;25
2000;1000;Quai de la Fosse vers l'ouest;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;42
1999;1000;Quai de la Fosse vers l'ouest;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;36
1999;1000;Quai de la Fosse vers l'ouest;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;43
1998;1000;Quai de la Fosse vers l'ouest;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;35
2019;1001;Bd Kennedy devant le Chateau vers l'est;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;66
2019;1001;Bd Kennedy devant le Chateau vers l'ouest;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;111
2018;1001;Bd Kennedy devant le Chateau vers l'ouest;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;204
2017;1001;Bd Kennedy devant le Chateau vers l'est;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;219
2015;1001;Bd Kennedy devant le Chateau vers l'est;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;98
2015;1001;Bd Kennedy devant le Chateau vers l'ouest;2015-09-24T14:00:00+02:00;2015-09-24;14:00:00;jeudi;45
2014;1001;Bd Kennedy devant le Chateau vers l'est;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;146
2013;1001;Bd Kennedy devant le Chateau vers l'est;2013-10-01T14:00:00+02:00;2013-10-01;14:00:00;mardi;44
2013;1001;Bd Kennedy devant le Chateau vers l'ouest;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;108
2012;1001;Bd Kennedy devant le Chateau vers l'ouest;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;58
2012;1001;Bd Kennedy devant le Chateau vers l'ouest;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;57
2010;1001;Bd Kennedy devant le Chateau vers l'ouest;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;72
2009;1001;Bd Kennedy devant le Chateau vers l'est;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;156
2008;1001;Bd Kennedy devant le Chateau vers l'est;2008-09-10T17:30:00+02:00;2008-09-10;17:30:00;mercredi;129
2007;1001;Bd Kennedy devant le Chateau vers l'ouest;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;75
2006;1001;Bd Kennedy devant le Chateau vers l'est;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;60
2002;1001;Bd Kennedy devant le Chateau vers l'est;2002-09-15T17:30:00+02:00;2002-09-15;17:30:00;dimanche;50
2002;1001;Bd Kennedy devant le Chateau vers l'est;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;30
2002;1001;Bd Kennedy devant le Chateau vers l'est;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;27
2001;1001;Bd Kennedy devant le Chateau vers l'est;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;11
2001;1001;Bd Kennedy devant le Chateau vers l'est;2001-09-22T17:30:00+02:00;2001-09-22;17:30:00;samedi;20
2001;1001;Bd Kennedy devant le Chateau vers l'ouest;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;22
2001;1001;Bd Kennedy devant le Chateau venant du nord;2001-09-15T17:30:00+02:00;2001-09-15;17:30:00;samedi;
2000;1001;Bd Kennedy devant le Chateau vers l'est;2000-09-22T14:00:00+02:00;2000-09-22;14:00:00;vendredi;16
1999;1001;Bd Kennedy devant le Chateau vers l'est;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;31
1999;1001;Bd Kennedy devant le Chateau vers l'ouest;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;39
1998;1001;Bd Kennedy devant le Chateau vers l'est;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;43
1998;1001;Bd Kennedy devant le Chateau venant du nord;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;
1998;1001;Bd Kennedy devant le Chateau venant du nord;1998-09-22T14:00:00+02:00;1998-09-22;14:00:00;mardi;
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;20
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;7
2018;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;54
2018;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2018-09-27T14:00:00+02:00;2018-09-27;14:00:00;jeudi;18
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2017-09-28T14:00:00+02:00;2017-09-28;14:00:00;jeudi;8
2016;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;23
2015;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;32
2014;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2014-09-18T17:30:00+02:00;2014-09-18;17:30:00;jeudi;50
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;52
2012;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;19
2012;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;4
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;8
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;19
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;7
2007;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;29
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2006-09-22T14:00:00+02:00;2006-09-22;14:00:00;vendredi;8
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;16
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2006-09-29T14:00:00+02:00;2006-09-29;14:00:00;vendredi;17
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;18
2005;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2005-09-15T14:00:00+02:00;2005-09-15;14:00:00;jeudi;7
2005;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;31
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2004-09-15T14:00:00+02:00;2004-09-15;14:00:00;mercredi;21
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;5
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;5
